State,City,Hospital ID,Hospital Name,Address,Pin Code,Phone No.,Mobile,Fax,Contact Perso,Email,LATITUDE,LONGITUDE
Gujarat,Vadodara,HOS-MUM-4480,Krishna Surgical Hospital & Trauma Care Centre,"A-7, Narayan Nagar Society, B/H New S.T Depot, Padra",391440,02662-222135,NA,NA,NA,kcagaja03@yahoo.com,22.24676,73.085082
Gujarat,Vadodara,HOS-MUM-3135,Shreeji Hospital And Trauma Centre,"Abhishek Society, Opp Ramakaka Mandir, Chhani",391740,0265-2776952,NA,NA,NA,shreejihospital_baroda@yahoo.com,22.43134,73.176773
Gujarat,Valsad,HOS-MUM-2653,Fracture Orthopaedic Hospital,Near Avabai High School,396001,02632-244335,NA,NA,NA,drkjv_ad1@sanchwenet.in,20.612461,72.926031
Gujarat,Valsad,HOS-MUM-2650,Riddhi Siddhi Ent Nursing Home,"A-8, Riddhi Siddhi Apt, Halar Road",396001,02632-248408,NA,NA,NA,NA,20.608484,72.926381
Gujarat,Valsad,HOS-GAN-5427,Lalitadevi (Maternity Home) Prasuti Gruh And General,"2Nd Floor, White House, Bechar Road",396001,02632-244451,NA,NA,NA,janakashadesai@yahoo.co.in,20.611657,72.932178
Gujarat,Valsad,HOS-GAN-5156,Mamta Hospital,Umergaon Town,396170,0260-2562115,NA,NA,NA,mamtahospital@live.com,20.25962,72.756542
Gujarat,Valsad,HOS-GAN-5356,Shree Renuka Hospital,"Metha Park, Gangadevi Road, At-Solsumba, Talumbragaon",396171,0260-2563984,NA,NA,NA,nikhil171279@yahoo.com,20.193902,72.784216
Gujarat,Valsad,HOS-MUM-4573,Shree Asharamkrupa Hospital,"Garnet Seven Jewels Near Bhavsar Petrol Pump, Silvassa Road, Vapi",396191,0260-2426651,NA,NA,NA,tusharndixit@yahoo.co.in,20.389044,72.912036
Gujarat,Valsad,HOS-MUM-3101,Usha Hospital & Life Line Charitable,"#275P, Vapi Silvassa Road, Chanod",396195,0260-2452867,NA,NA,NA,ushahospital2004@yahoo.com,20.610593,72.925805
Gujarat,Valsad,HOS-MUM-2829,Maa Maternity Home,"Nagarsheth Chamber, Near Gunjan Cinema Gidc, Vapi",396195,0,NA,NA,NA,gandhiab@yahoo.in,20.379711,72.904878
Gujarat,Vapi,HOS-MUM-1737,Jeevandip Surgical Hospital,"N.H.No.8, Service Rode, Towards Valsad",396191,0260-2433053,NA,NA,NA,jeevandeepsurgicalhospital@yahoo.com,20.375285,72.918957
Gujarat,Vapi,HOS-MUM-713,Nadakarni'S Twenty First Century Hospital,"Natraj Complex, Plot No.Cm-50, Nh. 8, Gidc",396195,0260-2434893,NA,NA,NA,hospital21st@yahoo.in,20.384377,72.918822
Gujarat,Vapi,HOS-MUM-2743,Haria L.G.Rotary Hospital,"363/1&364, Housing Sector, Gidc",396195,0260-2430206,NA,NA,NA,insurance@hariarotaryhospital.com,20.384297,72.920195
Gujarat,Vapi,HOS-MUM-4546,Shivam Eye Care,"Below 21St Century Hospital, Natraj Comples First Floor",396195,0260-2373615,NA,NA,NA,hayagrir3@yahoo.com,20.371665,72.922905
Haryana,Ambala,HOS-DEL-1547,Aneja Hospital & Nursing Home,"# 48, Mahesh Nagar Opp Water Tank",133001,0171-3290977,NA,NA,NA,dr.rkaneja@gmail.com,30.343028,76.862484
Haryana,Ambala,HOS-DEL-686,Loomba Hospital,"Alexandria Rd, Supply Chowk",133001,0171-2634291,NA,NA,NA,NA,30.344362,76.843093
Haryana,Ambala,HOS-DEL-1549,M.K. Datta Hospital,"Cross Road, No.1, Cantt",133001,0171-2642745,NA,NA,NA,mksaint9@gmail.com,30.340843,76.841291
Haryana,Ambala,HOS-DEL-3488,Monga Hospital & Stone Center,"Maheshnagar, Jagadhari Road, Mahesh Nagar Bus Stand",133001,0171-2651688,NA,NA,NA,orchid60@rediffmail.com,30.339176,76.862828
Haryana,Ambala,HOS-DEL-4308,Vardhman Nursing Home,"13-C, Civil Lines, Jail Road",134001,0171-2553005,NA,NA,NA,vardhmanhospital@gmail.com,30.381317,76.77604
Haryana,Ambala,HOS-DEL-3656,Jaspal Nursing Home,"No.69, Model Town, City",134003,0171-2521169,NA,NA,NA,dukepjaspal@gmail.com,30.369765,76.794236
Haryana,Ambala,HOS-CHD-5021,Leelawati Hospital,"#9, Inder Nagar, Police Lines Road, Near Arya Chowk, City",134003,0171-2550456,NA,NA,NA,leelawatihospital@gmail.com,30.383538,76.783422
Haryana,Ambala,HOS-CHD-014762,Bansal Hospital (Eye & Maternity),"121, Civil Lines, Mixi Chowk, Ambala City",134003,0171-2551660,NA,NA,NA,bansaleye@yahoo.com,30.3817299,76.7829798
Haryana,Ambala,HOS-CHD-015150,DR. P.C. Sharma Eye Hospital,"805, Civil Lines, Arya Chowk, Near Telephone Exchange, Ambala",134003,0171-2554431,NA,NA,NA,dr.pcsharma@yahoo.com,30.3805484,76.7804392
Haryana,Ambala,HOS-CHD-014556,Nephroplus Dialysis Center,"Leelawati Hospital, 9, Near Arya Chowk, Police Line Road, Inder Nagar,",134003,0171-2440007,NA,NA,NA,insurance@nephroplus.com,30.3781788,76.7766974
Haryana,Badhra,HOS-CHD-015535,Aarogya Hospital & Maternity Centre,"Opp. Bus stand, Santnali Road, Badhra",127308,9138285083,NA,NA,NA,aarogya127308@gmail.com,28.5388554,75.8759801
Haryana,Bahadurgarh,HOS-DEL-1536,J.J. Institute Of Medical Science Pvt Ltd,"Delhi Rohtak Road, M.I.E., B. Garh, Jahjjar",124507,01276-267070,NA,NA,NA,corporate@jjmedicalinstitute.com,28.690136,76.990102
Haryana,Bahadurgarh,HOS-CHD-6065,Mission Hospital & Medical Research Centre Pvt Ltd,Main Delhi Rohtak Road,124507,01276-236859,NA,NA,NA,missionbgh@gmail.com,28.71641,76.869658
Haryana,Bahadurgarh,HOS-CHD-7495,Shivam Hospital (Unit Of R.R. Hospital Pvt. Ltd),"Nahra-Nahri Road, Line Par",124507,01276-260555,NA,NA,NA,shivamrrhospitals@gmail.com,28.704866,76.937801
Haryana,Ballabhgarh,HOS-CHD-6067,Gold Field Hospital & Research Centre,Village Chhainsa Faridabad,121004,0129-2209395,NA,NA,NA,goldhospitaltpa@gmail.com,28.427034,77.305933
Haryana,Ballabhgarh,HOS-CHD-6565,B.R. Memorial Hospital,"Fca-103, Mukesh Colony, Faridabad",121004,0129-2244559,NA,NA,NA,drskg2002@yahoo.com,28.336209,77.319929
Haryana,Barwala,HOS-DEL-2787,Mehta Hospital,Opp. Cloth Market Main Road,125005,01693-242260,NA,NA,NA,NA,29.367366,75.906331
Haryana,Bhiwani,HOS-CHD-013516,Eye Q Vision Pvt Ltd,"Near Rohtak Gate, Dadri Road, Bhiwani",127021,0522-4077401,NA,NA,NA,cashless@eyeqindia.com,28.794388,76.145795
Haryana,Faridabad,HOS-DEL-1527,Aastha Eye Centre,"5-R/5 N.I.T, Near Neelam Petrol Pump",121001,0129 - 2423378,NA,NA,NA,aasthaeyecentrefaridabad@gmail.com,28.381773,77.297567
Haryana,Faridabad,HOS-DEL-1388,Dr. M.L.Gupta Memorial Centre,"B.P. 5E/4, Railway Road, Nit, Nit",121001,0129-2416566,NA,NA,NA,drmlguptahospital@yahoo.com,28.413748,77.303575
Haryana,Faridabad,HOS-DEL-304,Metro Heart Institute,"Sector 16A, Opp Gurdawara",121001,0129-2263590,NA,NA,NA,tpa@metrohospitalfaridabad.com,28.410426,77.31849
Haryana,Faridabad,HOS-DEL-899,Nagpal Maternity & Orthopaedic Hospital,"1-C-62, N.H.N.I.T.",121001,0129-3293066,NA,NA,NA,nagpal rakesh7@gmail.com,28.396119,77.322887
Haryana,Faridabad,HOS-MUM-1677,R.K. Hospital,"3-C/59, B.P., Nit Fbdn.I.T.",121001,0129-2413430,NA,NA,NA,rkhospitalindia@yahoo.com,28.391136,77.293042
Haryana,Faridabad,HOS-DEL-1556,S.V. Nursing Home,"1-G, 49-Bp, Nit",121001,0129-2416240,NA,NA,NA,guptasv@gmail.com,28.390645,77.304476
Haryana,Faridabad,HOS-DEL-1487,Taneya Nursing Home,"Nr Old Dabua Subzi Mandi, Air Force Rd, Nit",121001,0129-2463333,NA,NA,NA,taneya.hospital@gmail.com,28.396837,77.281162
Haryana,Faridabad,HOS-CHD-5655,Drishti Eye Centre,"20-21, Fruit Garden Behind Green Automobile Railway Road",121001,0671-2491626,NA,NA,NA,drishtieyecentre7@gmail.com,21.522072,83.965347
Haryana,Faridabad,HOS-DEL-3429,Surya Ortho And Trauma Centre,"5R/5, N.I.T.",121001,0129-2415499,NA,NA,NA,suryaortho@gmail.com,28.414352,77.302345
Haryana,Faridabad,HOS-DEL-4120,Fortis Hospitals Ltd(Escorts Hospital And Research Cen,Neelam Batra Road,121001,0129-2466183,NA,NA,NA,insurance.fbd@gmail.com,28.391891,77.307008
Haryana,Faridabad,HOS-DEL-1930,Sachdeva Nursing Home,"# 50/5, Bungalow Plot, Railway Road",121001,0129-2416930,NA,NA,NA,sheelasachdeva@yahoo.com,28.385586,77.276274
Haryana,Faridabad,HOS-DEL-2919,Vardaan Hospital,3-E-1,121001,0129-3957557,NA,NA,NA,vardaanmedicalcentre@gmail.com,28.424014,77.287239
Haryana,Faridabad,HOS-DEL-4263,QRG Central Hospital & Research Centre,"#69, Sector-20A, Near Ajronda Chowk",121001,0129-4090300,NA,NA,NA,deepikavaibhav@gmail.com,28.393471,77.311424
Haryana,Faridabad,HOS-DEL-4810,Sunrise Hospital,"Ic-Dt/1A/Plot No 14-15-16, Bata Hardware Road",121001,0129-2412461,NA,NA,NA,lakshyagarg@yahoo.co.in,28.496454,76.953529
Haryana,Faridabad,HOS-DEL-4923,Shivmani Hospital,"5E/Pbp, Nit, Near Neelam Chowk Railway Road",121001,0129-2420421,NA,NA,NA,shivmanihospital@gmail.com,28.380904,77.304219
Haryana,Faridabad,HOS-CHD-5245,C.K.Memorial Kapoor,"3B/8A, Nit, Nh-3, Dav College Road",121001,0129-2413901,NA,NA,NA,ckhospi@yahoo.co.in,28.380791,77.304304
Haryana,Faridabad,HOS-CHD-5446,Sarvodaya Hospital & Research Centre,"Ymca Road, Near Esi Hospital, Sec-8",121001,0129-4184444,NA,NA,NA,tpacell@sarvodayahospital.com,28.374788,77.337175
Haryana,Faridabad,HOS-CHD-6478,RG Stone Urology & Laparoscopy Hospital-Faridabad,"A-6, Nehru Ground Neelam Bata Road",121001,0129-4184000,NA,NA,NA,tpa.fbd@rghospital.com,28.392118,77.304458
Haryana,Faridabad,HOS-CHD-6258,Dr. Mehta Eye Care,"5E/5, 5E/08 B.P. Railway Road",121001,0129-4005958,NA,NA,NA,drmehtaeyecare.fbd@gmail.com,28.644536,77.21607
Haryana,Faridabad,HOS-CHD-5824,Royale Multispeciality Hospital,"B-5, Central Green Nit",121001,0129-4132226,NA,NA,NA,tpa@royalehospital.com,28.397818,77.299105
Haryana,Faridabad,HOS-CHD-5859,Medicheck Hospital,"Ic/53, Nit Near Iob Bank",121001,0129-4025753,NA,NA,NA,medicheckmediclaim@gmail.com,28.387304,77.295016
Haryana,Faridabad,HOS-CHD-5944,Asian Institute Of Medical Sciences (A Unit Of Blue Sap,Badkal Flyover Road Opp C.P Office,121001,0129-4253020,NA,NA,NA,tpa@aimsindia.co.in,28.426241,77.299866
Haryana,Faridabad,HOS-CHD-6728,Centre For Sight-Faridabad,"Plot No.1, Huda Market No.1, Beside Hanuman Mandir, Sec-16a, Near Old Farid",121001,011-26513723,NA,NA,NA,tpadesk.centreforsight@gmail.com,28.403036,77.318531
Haryana,Faridabad,HOS-CHD-015421,Sunetram Eye Care,"5E / 22, B. P. First Floor, K. L. Mehta Road, Near B. K. Chowk, Faridabad",121001,0129-2422036,NA,NA,NA,sunetrameyecare@gmail.com,28.3899664,77.2979782
Haryana,Faridabad,HOS-DEL-1046,Deep Medical Center,"Site No 1, Sector 16A Mkt Road",121002,0129-4008357,NA,NA,NA,deepmedicalcentre@gmail.com,28.481366,77.035343
Haryana,Faridabad,HOS-DEL-295,Gupta Nursing Home,"160, Sector 16-A",121002,0129-2288252,NA,NA,NA,suresh_bri@yahoo.com,28.408917,77.322372
Haryana,Faridabad,HOS-DEL-1484,Handa Medical & Research Centre Pvt Ltd,"N.H. Site #1, Sctor-16",121002,0129-2291847,NA,NA,NA,handamedicalcentre@gmail.com,28.404802,77.315377
Haryana,Faridabad,HOS-DEL-406,Jindal Nursing Home,"1218/ Sector-19, Near Old Rajiv Gandhi Chowk",121002,0129-2282875,NA,NA,NA,jindal.nh@gmail.com,28.338079,77.324346
Haryana,Faridabad,HOS-DEL-1709,Lal Nursing Home,"H.No. 98, Sector-18A",121002,0129-2296551,NA,NA,NA,gklalg@gmail.com,28.42809,77.323297
Haryana,Faridabad,HOS-DEL-1395,Perfect Wellness Private Limited,"#7, Sec:27-A, Main Mathuraroad",121002,0129-4108880,NA,NA,NA,vj.perfectvision@gmail.com,28.433978,77.307675
Haryana,Faridabad,HOS-DEL-945,Sharma Nursing Home,"136, N.H.5, Railway Road, N.I.T",121002,0129-2412116,NA,NA,NA,sharmanursinghome@ymail.com,28.413786,77.303618
Haryana,Faridabad,HOS-DEL-3367,Chandna Medical Centre,"85 & 52, Sector Iba, Near New Subzi Mandi",121002,0129-2297224,NA,NA,NA,chandnamc@rediffmail.com,28.41556,77.318996
Haryana,Faridabad,HOS-HYD-299,Mittal Hospital,"H.No. 1498, Sector-16, Near Laxmi Narayan Mandir",121002,0129-2285331,NA,NA,NA,puneet1498@rediffmail.com,28.408954,77.322415
Haryana,Faridabad,HOS-DEL-4209,Chandravati Child & Maternity Hospital,"House # 1177, Sector-19, Opp Sai Baba Mandir",121002,0129-2296022,NA,NA,NA,akg48@hotmail.com,28.430053,77.315546
Haryana,Faridabad,HOS-DEL-4247,Palwal Hospital,"Old G.T. Road, Palwal",121002,9313900006,NA,NA,NA,palwalhospital@hotmail.com,28.138445,77.333908
Haryana,Faridabad,HOS-DEL-1564,City Hospital & Maternity Home,Sector-16,121002,0129-2291999,NA,NA,NA,NA,28.412238,77.321923
Haryana,Faridabad,HOS-DEL-2129,Anuj Hospital,"#2159 & 2161, Sector-16",121002,0129-4045987,NA,NA,NA,anujhospital@yahoo.co.in,28.416843,77.3219
Haryana,Faridabad,HOS-DEL-4816,Janak Hospital,"Indra Complex, Gali#2, Kheri Road, Neharpar",121002,0129-2229674,NA,NA,NA,janakhospital@gmail.com,28.383208,77.303231
Haryana,Faridabad,HOS-DEL-656,Sun Flag Hospital & Research Centre,Sector 16 A,121002,0129-2263584,NA,NA,NA,sunflag.tpa@gmail.com,28.406199,77.31952
Haryana,Faridabad,HOS-CHD-012628,QRG Central Hospital & Research Centre - Unit Ii (QRG,"Plot No. 1, Sector-16, Faridabad",121002,0129-4090300,NA,NA,NA,corporate.tpa@qrgmedicare.com,28.4138045,77.3223915
Haryana,Faridabad,HOS-DEL-1442,Sarvodaya Hospital,"Gopi Colony, Secter-19",121003,0129- 4194444,NA,NA,NA,sarvodayahospital19@gmail.com,28.422694,77.319722
Haryana,Faridabad,HOS-DEL-2505,Saraswati Hosptial,Ashoka Enclave Part Ii,121003,0129-2273366,NA,NA,NA,hospital0061@yahoo.co.in,28.471445,77.313062
Haryana,Faridabad,HOS-DEL-4393,Saras Hospital,"A-1772, Green Field Colony",121003,0129-2510002,NA,NA,NA,saras.medical_sc@yahoo.com,28.382736,77.303084
Haryana,Faridabad,HOS-DEL-2225,Ballabgarh Nursing Home,"64, 65-Mukesh Colony Ballabgarn",121004,0129-2243872,NA,NA,NA,drkapilbhatia@yahoo.com,28.439714,77.298981
Haryana,Faridabad,HOS-DEL-1810,Gupta Hospital,"Mohna Road, Ballabhgarh",121004,0129-2242002,NA,NA,NA,guptahospital.5@gmail.com,28.337645,77.324585
Haryana,Faridabad,HOS-DEL-2625,Prakash Hospital,"Site # 2, Near Aggarwal Public School, Sec-3, Ballabgarh",121004,0129-2300842,NA,NA,NA,prakashhospital@rediffmail.com,28.353187,77.332566
Haryana,Faridabad,HOS-DEL-1245,S.K.G. Hospital,"# 415/9, Gopal Mandir Gali, Mohana Roadopp, City Park, Ballabgarh",121004,0129-2245267,NA,NA,NA,skg.satish@yahoo.com,28.37222,77.32261
Haryana,Faridabad,HOS-DEL-3366,Aggarwal Medical Centre,"Jiwan Nagar, Gaunchi, Sector-55.",121004,0129-2446533,NA,NA,NA,dratulaggarwal@yahoo.com,28.388984,77.303186
Haryana,Faridabad,HOS-DEL-4568,Anuradha Hospital & Trauma Centre,"D-635 60 Fit Road, Ballabhgarh",121004,0129-2305246,NA,NA,NA,NA,28.33772,77.324649
Haryana,Faridabad,HOS-DEL-4896,Jeevan Jyoti Hospital & Maternity Centre,"Plot No-42, 100Ft Road, Gaunchchi Mod, Sec-55",121004,0129-2230868,NA,NA,NA,NA,28.38536,77.300972
Haryana,Faridabad,HOS-CHD-5087,Raj Rishik Hospital Pvt. Ltd.,"Clinic Site #6, Sector-3, Near Aggarwal Public School",121004,0120-3295540,NA,NA,NA,tparajnursinghome47@gmail.com,28.355604,77.332395
Haryana,Faridabad,HOS-CHD-5282,Bareja Hospital,"Main Road, Fatehpur Billoch, Ballabgarh",121004,0129-2204383,NA,NA,NA,barejahospital@gmail.com,28.340043,77.327906
Haryana,Faridabad,HOS-CHD-5502,Zenith Hospital Pvt Ltd,"#187/1, Yadav Colony, Near Punjabi Dharmashala, Mohan Road, Ballabgarh",121004,0129-2211014,NA,NA,NA,zenithhospitals@gmail.com,28.331771,77.326988
Haryana,Faridabad,HOS-DEL-7589,Kesar Hospital,"C-480, Chawla Colony,Ballabhgarh",121004,0129-2308488,NA,NA,NA,kkesarhospital@gmail.com,28.344643,77.217874
Haryana,Faridabad,HOS-DEL-3431,Navchetna Hospital,Sec 23-24 Main Road.Sanjay Colony,121005,0129-2441659,NA,NA,NA,navchetnahospital@gmail.com,28.352432,77.302202
Haryana,Faridabad,HOS-DEL-3375,National Institute Of Medical Science,"Vims Hospital, Sector 23A",121005,0129-2440745,NA,NA,NA,nimshospitalfbd@gmail.com,28.506788,77.045525
Haryana,Faridabad,HOS-DEL-991,Ghai Hospital,"Plot No.29, Sector 9",121006,0129-4083481,NA,NA,NA,ghaihospitalfbd@yahoo.co.in,28.688178,77.13343
Haryana,Faridabad,HOS-DEL-1609,Krishna Nursing Home,"# 194, Sector-8",121006,0129-2241093,NA,NA,NA,NA,28.371163,77.328803
Haryana,Faridabad,HOS-DEL-2442,Kiran Nursing Home,"Block-H, House #130, Sector-10, Dlf",121006,0129-2290024,NA,NA,NA,drkiran_s@rediffmail.com,28.378412,77.325112
Haryana,Faridabad,HOS-DEL-1591,Moga Nursing Home,"# 279, Sector 10, House Board Colony",121006,0129-2286959,NA,NA,NA,mnhfbd@yahoo.com,28.465485,77.006389
Haryana,Faridabad,HOS-DEL-599,Wadhwa Nursing Home,"328/81, Sector 7A",121006,0129-4107372,NA,NA,NA,anandhospitals@yahoo.co.in,28.363308,77.325118
Haryana,Faridabad,HOS-CHD-6162,IBS Ashwani Hospital,"Plot no. 8, D-1, sector 11, DLF's Model Town",121006,0128-4183100,NA,NA,NA,tpadesk.fbd@ibshospitals.com,28.376827,77.333523
Haryana,Faridabad,HOS-CHD-6511,Goyal Hospital,"Inffront Of Hanuman Mandir, Sector 8",121006,0129-2242383,NA,NA,NA,goyalhospital403@gmail.com,28.99613,76.284737
Haryana,Faridabad,HOS-DEL-2231,Eye Care Centre,"1368-B, Sector",121007,0129-2283528,NA,NA,NA,eyecarecentre2010@hotmail.com,28.392873,77.301858
Haryana,Faridabad,HOS-DEL-768,Kalra Child Care Centre,"1485, Sector-15, Near Hdfc Bank",121007,0129-2282883,NA,NA,NA,kalra_hospital@hotmail.com,28.393213,77.320305
Haryana,Faridabad,HOS-DEL-3304,Geeta Hospital,"Opp Huda Market, Sec-28, Near Water Tank",121007,0129-4047396,NA,NA,NA,geetahospital@yahoo.co.in,28.436997,77.312482
Haryana,Faridabad,HOS-CHE-1151,Jeewan Jyoti Hospital,"#562, Sector 15",121007,0129-2296408,NA,NA,NA,dr7152@gmail.com,28.491626,77.03603
Haryana,Faridabad,HOS-DEL-2439,Shankar Medicare Centre,"1251, Sector-28, 28-29 Dividing Road, Near Petrol Pump",121008,0129-5042394,NA,NA,NA,sparashar1964@gmail.com,28.42326,77.291368
Haryana,Faridabad,HOS-DEL-3467,Brrighton Kavita Hospital,"5, Sector-29, Opp Huda Market",121008,0129-4043606,NA,NA,NA,kmcfbd@gmail.com,28.434695,77.322372
Haryana,Faridabad,HOS-DEL-1580,Om Premia Hospital ( A Unit Of Soalni Healthcare Pvt. L,"56Km Stone, Nh-2, Delhi Mathura Road, Palwal",121102,01275-240240,NA,NA,NA,tpa.ompremiahospital@gmail.com,28.568844,77.283119
Haryana,Faridabad,HOS-DEL-1573,Jindal Nursing Home,"G.T. Road, Opp Mathura, Chungi Palwal",121102,01275-253501,NA,NA,NA,jindal.nh@gmail.com,28.378299,77.28079
Haryana,Faridabad,HOS-DEL-3284,Goyal Nursing Home & Lithotripsy Centre,"Old Grain Market, Hodal",121106,0129-2622120,NA,NA,NA,bhartiyakbhartiya@rediffmail.com,27.89477,77.364858
Haryana,Faridabad,HOS-CHD-5483,Sukhdev Raj Soin Hospital,"78Km Stone, Delhi-Mathura Road, Nh-2, Banchari Hodal Thesil",121106,01275-237034,NA,NA,NA,hr@sukhdevrajsoinhospital.org,28.544116,77.28396
Haryana,Faridabad,HOS-DEL-3489,Sharma Maternity & Eye Centre,"House# 94, Sector-23, N.I.T.",125005,0129-2235149,NA,NA,NA,rakeshpunit@rediffmail.com,28.359116,77.294949
Haryana,Fatehabad,HOS-CHD-013527,Eye Q Vision Pvt Ltd,"H.No.7-8, Model Town",125050,0522-4077401,NA,NA,NA,cashless@eyeqindia.com,28.462513,77.087545
Haryana,Gurgaon,HOS-DEL-697,Aryan Hospital Pvt Ltd,Old Railway Road,122001,0124-4910000,NA,NA,NA,aryanhospital@yahoo.com,29.447801,74.6601
Haryana,Gurgaon,HOS-DEL-1339,Florence Nursing Home,"# 721, Sector 14, Gurgon",122001,0124-4081353,NA,NA,NA,amitabhparti@gmail.com,28.475482,77.046677
Haryana,Gurgaon,HOS-DEL-2430,Kalyani Hospital Pvt Ltd,Mehrauli Road,122001,0124-2391101,NA,NA,NA,kalyanihospital.tpa@gmail.com,28.471558,77.04539
Haryana,Gurgaon,HOS-DEL-1459,Lifeaid Medical Centre,1097Sector Near Unitech Cyber Park,122001,012-44212342,NA,NA,NA,info@lifeaid.in,28.448468,77.056535
Haryana,Gurgaon,HOS-DEL-2451,M. Goel Hospital,New Railway Road,122001,0124-2333072,NA,NA,NA,drsushilgoel@yahoo.co.in,28.466503,77.028616
Haryana,Gurgaon,HOS-DEL-1004,Pushpanjali Hospital,"John Hall Road, Civil Lines",122001,0124-4770000,NA,NA,NA,pushpanjalihospital@rediffmail.com,28.4526,77.032224
Haryana,Gurgaon,HOS-DEL-224,Saraswati Hospital,"299/2, Delhi Road",122001,0124-2326191,NA,NA,NA,saraswatihospitalgurgaon@gmail.com,28.46341,77.032525
Haryana,Gurgaon,HOS-DEL-947,Taneja Hospital & Heart Centre,"113-A, New Colony",122001,0124-2326726,NA,NA,NA,drashoktaneja@gmail.com,28.467748,77.018746
Haryana,Gurgaon,HOS-DEL-2268,Sheetla Hospital & Eye Institute (P) Ltd,"Newrailway Raod, Near Dsd College",122001,0124-50666695,NA,NA,NA,sheetlahospitalnrr@gmail.com,28.512143,77.027481
Haryana,Gurgaon,HOS-DEL-3166,Ayushman Hospital & Trauma Centre,37K.M. Hero Honda Chowk,122001,0124-4035971,NA,NA,NA,ayushman.ggn@gmail.com,28.514556,77.022194
Haryana,Gurgaon,HOS-DEL-3424,Vinayak Hospital,Khandsa Road Khurana Park,122001,0124-4119954,NA,NA,NA,yugal_upadhyay@yahoo.com,28.455203,77.022225
Haryana,Gurgaon,HOS-DEL-3537,Mangalam Hospital,"1-4/22, Laxmi Garden, Pataudi Road",122001,0124-2220700,NA,NA,NA,mangalam_hospital@yahoo.com,28.452091,77.015141
Haryana,Gurgaon,HOS-DEL-3551,Tirath Ram Hospitals Pvt Ltd,"166/20, Basai Road",122001,0124-4849100,NA,NA,NA,tirathramhospital@yahoo.in,28.459259,76.98548
Haryana,Gurgaon,HOS-DEL-3631,Rajendera Hospital,"No.554-1/21, Om Nagar, Near 35 Mile Stone, Nh-8, Raj Nagar Chowk",122001,0124-2334619,NA,NA,NA,rajendera hospital@yahoo.co.in,28.451374,77.018402
Haryana,Gurgaon,HOS-DEL-3828,Ahmed Hospital,"Sector-15, Part",122001,0124-2325625,NA,NA,NA,ahmedhospital786@gmail.com,28.474727,77.041523
Haryana,Gurgaon,HOS-DEL-3827,Ahooja Eye & Dental Institute,"560/1, Dayanand Coloney, New Railway Road",122001,0124-2321234,NA,NA,NA,subkhurana@gmail.com,28.473897,77.0217
Haryana,Gurgaon,HOS-DEL-4309,Yadav Hospital,"C-1, Opp Meenakshi Public School, Sector 10A",122001,0124-2210292,NA,NA,NA,yadavhospital10a@gmail.com,28.46058,77.026857
Haryana,Gurgaon,HOS-DEL-2873,Lall Nursing And Maternity Home,"No 365/4, New Railway Road, Opp Mainwali Colony",122001,0124-2322410,NA,NA,NA,drkapillall@gmail.com,28.474803,77.019211
Haryana,Gurgaon,HOS-DEL-3072,Thakral Nursing & Maternity Home,"316/16, Shivaji Nagar",122001,0124-2331133,NA,NA,NA,tnmh@rediffmail.com,28.455411,77.025998
Haryana,Gurgaon,HOS-DEL-4334,The Cradle (Arvind Medicare Pvt Ltd.),"Sco-1&2, Sector 14, Old Delhi Road, -122002, Near Payal Cinema",122001,0124-4082230,NA,NA,NA,sales@miracleshealth.com,28.48031,77.047278
Haryana,Gurgaon,HOS-DEL-3448,Sethi Hospital Pvt Ltd,"301-302/4, Basai Road",122001,0124-4118001,NA,NA,NA,sethihospital@gmail.com,28.546529,76.834062
Haryana,Gurgaon,HOS-DEL-4536,Alps Hospital (Max Hospital),"Block B, Sushant Lok Phase-1, Next To Park Plaza Hotel",122001,0124-6623111,NA,NA,NA,tpa.ggn@maxhealthcare.com,28.467484,77.07728
Haryana,Gurgaon,HOS-DEL-4336,Artemis Medicare Services Ltd,"Sector-51, Gurgaon",122001,0124-6767728,NA,NA,NA,tpa@artemishospitals.com,28.428883,77.065051
Haryana,Gurgaon,HOS-CHD-5290,Rajiv Memorial Eye Infirmary,"14/5, Jacobpura",122001,0124-2328032,NA,NA,NA,rajiveye@gmail.com,28.466654,77.027543
Haryana,Gurgaon,HOS-CHD-5484,Swastik Maternity & Medical Centre,"78H, Vijay Park, Madanpuri Road",122001,0124-2301551,NA,NA,NA,swastikhospital@gmail.com,28.463051,77.019221
Haryana,Gurgaon,HOS-CHD-5656,Lotus Hospital,"389/3, Premnagar, Mata Road, Near Roadways Workshop",122001,0124-4767676,NA,NA,NA,lotushospital@live.in,28.471483,77.033888
Haryana,Gurgaon,HOS-DEL-2393,Mamta Hospital,"877/2, Mata Road, Near Road Ways Work Shop , Mbus Stand, Gyrgaon",122001,0124-4795600,NA,NA,NA,mamtahospital@hotmail.com,28.472162,77.033803
Haryana,Gurgaon,HOS-CHD-5751,Navjeevan Hospital & Maternity Centre,#7543/21 Madan Puri Road,122001,0124-4388637,NA,NA,NA,drjaininfo@gmail.com,28.480763,77.02779
Haryana,Gurgaon,HOS-CHD-6510,Geeta Nursing Home,"3H, New Colony, -, Near Sbi New Colony",122001,0124-2312100,NA,NA,NA,geetanursinghome@gmail.com,28.468163,77.018274
Haryana,Gurgaon,HOS-CHD-5931,Sneh Hospital,Ashok Vihar Railway Raod Main Road,122001,0124-4089853,NA,NA,NA,sbhdelhi88@yahoo.co.in,28.482498,77.014576
